timestamps,TP9,FP1,FP2,TP10,n/a,n/a
1509076613.637,824.546,823.244,841.476,833.457,0.000,0.000
1509076613.637,836.130,818.241,842.641,842.915,0.000,0.000
1509076613.637,853.950,817.144,843.738,862.724,0.000,0.000
1509076613.637,854.293,817.487,845.109,865.465,0.000,0.000
1509076613.637,860.873,824.478,846.959,862.861,0.000,0.000
1509076613.637,856.007,829.824,846.411,848.124,0.000,0.000
1509076613.637,848.399,830.509,841.819,841.407,0.000,0.000
1509076613.637,839.146,828.659,840.105,829.687,0.000,0.000
1509076613.650,832.497,828.042,838.803,823.930,0.000,0.000
1509076613.650,831.949,822.696,840.174,831.400,0.000,0.000
1509076613.650,842.230,815.910,836.473,843.258,0.000,0.000
1509076613.650,850.455,818.926,837.432,842.504,0.000,0.000
1509076613.650,844.766,817.144,844.697,838.117,0.000,0.000
1509076613.650,850.318,807.617,848.262,855.047,0.000,0.000
1509076613.650,860.188,804.190,848.810,865.191,0.000,0.000
1509076613.650,861.627,803.710,848.741,861.421,0.000,0.000
1509076613.650,854.225,811.798,851.963,855.253,0.000,0.000
1509076613.662,850.249,820.091,849.153,844.286,0.000,0.000
1509076613.662,843.464,828.385,847.233,833.045,0.000,0.000
1509076613.662,842.710,828.796,847.165,834.759,0.000,0.000
1509076613.662,846.891,826.466,845.109,840.448,0.000,0.000
1509076613.662,850.318,827.219,844.218,843.121,0.000,0.000
1509076613.662,843.052,831.058,846.000,847.645,0.000,0.000
1509076613.662,852.443,837.706,847.439,858.131,0.000,0.000
1509076613.682,865.534,839.009,845.246,860.256,0.000,0.000
1509076613.682,870.606,838.940,847.302,862.175,0.000,0.000
1509076613.682,867.521,835.993,846.137,863.409,0.000,0.000
1509076613.682,856.761,831.949,845.177,847.508,0.000,0.000
1509076613.682,846.000,829.276,845.931,830.304,0.000,0.000
1509076613.682,835.581,831.675,849.701,827.288,0.000,0.000
1509076613.682,844.081,827.699,849.701,842.161,0.000,0.000
1509076613.682,857.446,823.655,850.592,847.850,0.000,0.000
1509076613.682,859.571,823.039,851.483,852.374,0.000,0.000
1509076613.682,856.829,822.490,850.044,858.748,0.000,0.000
1509076613.697,865.328,820.845,850.798,863.820,0.000,0.000
1509076613.697,868.070,822.147,849.975,859.776,0.000,0.000
1509076613.697,865.054,820.434,846.754,863.752,0.000,0.000
1509076613.697,850.798,817.350,845.109,844.903,0.000,0.000
1509076613.697,839.214,808.645,846.274,828.659,0.000,0.000
1509076613.697,835.376,806.383,847.508,831.332,0.000,0.000
1509076613.697,834.622,811.661,847.782,836.267,0.000,0.000
1509076613.715,840.448,820.434,848.467,840.242,0.000,0.000
1509076613.715,842.641,822.147,850.798,850.318,0.000,0.000
1509076613.715,853.813,817.692,851.072,863.203,0.000,0.000
1509076613.715,862.861,818.583,852.511,865.191,0.000,0.000
1509076613.715,867.247,823.655,849.084,863.683,0.000,0.000
1509076613.715,853.402,829.618,852.580,851.620,0.000,0.000
1509076613.715,849.016,830.989,848.467,847.165,0.000,0.000
1509076613.715,841.887,832.429,845.383,834.690,0.000,0.000
1509076613.715,830.647,830.304,845.863,834.005,0.000,0.000
1509076613.731,830.784,829.413,844.834,838.940,0.000,0.000
1509076613.731,843.943,829.687,845.726,842.367,0.000,0.000
1509076613.731,858.268,827.425,844.766,857.994,0.000,0.000
1509076613.731,858.337,827.288,851.483,865.328,0.000,0.000
1509076613.731,867.179,822.901,850.798,869.715,0.000,0.000
1509076613.731,866.836,817.281,851.963,860.805,0.000,0.000
1509076613.731,860.119,812.757,852.100,858.063,0.000,0.000
1509076613.731,849.427,812.346,851.209,846.000,0.000,0.000
1509076613.748,841.065,819.337,846.411,832.977,0.000,0.000
1509076613.748,834.211,827.562,847.987,833.320,0.000,0.000
1509076613.748,838.186,828.453,846.685,841.202,0.000,0.000
1509076613.748,842.298,828.453,846.274,833.731,0.000,0.000
1509076613.748,850.181,825.643,849.427,840.516,0.000,0.000
1509076613.748,849.769,823.930,852.785,846.479,0.000,0.000
1509076613.748,862.038,826.328,851.140,856.212,0.000,0.000
1509076613.748,864.094,824.409,849.906,855.870,0.000,0.000
1509076613.748,855.732,818.583,848.810,853.128,0.000,0.000
1509076613.763,849.838,816.253,848.262,839.694,0.000,0.000
1509076613.763,844.149,818.172,846.822,825.026,0.000,0.000
1509076613.763,847.508,820.571,841.887,828.864,0.000,0.000
1509076613.763,842.778,824.341,842.436,824.683,0.000,0.000
1509076613.763,846.822,825.506,844.972,826.397,0.000,0.000
1509076613.763,851.483,824.409,847.645,836.952,0.000,0.000
1509076613.763,850.249,819.406,846.000,845.726,0.000,0.000
1509076613.763,858.954,817.624,846.000,852.785,0.000,0.000
1509076613.780,867.042,819.269,845.863,853.402,0.000,0.000
1509076613.780,858.748,818.995,846.274,851.277,0.000,0.000
1509076613.780,850.729,820.023,843.395,840.928,0.000,0.000
1509076613.780,841.956,823.450,842.230,825.026,0.000,0.000
1509076613.780,828.659,825.163,846.274,816.047,0.000,0.000
1509076613.780,833.525,824.204,847.233,825.437,0.000,0.000
1509076613.780,840.585,820.365,844.697,833.045,0.000,0.000
1509076613.780,843.875,825.369,847.165,842.504,0.000,0.000
1509076613.798,847.576,825.917,849.975,851.003,0.000,0.000
1509076613.798,855.253,824.546,849.906,854.704,0.000,0.000
1509076613.798,862.929,822.901,849.016,859.022,0.000,0.000
1509076613.798,855.116,826.945,849.495,853.608,0.000,0.000
1509076613.798,838.186,831.812,848.262,835.033,0.000,0.000
1509076613.798,836.473,836.610,845.794,824.272,0.000,0.000
1509076613.798,842.641,831.126,844.766,831.195,0.000,0.000
1509076613.798,840.859,821.325,846.411,832.908,0.000,0.000
1509076613.798,842.710,818.241,848.330,835.787,0.000,0.000
1509076613.812,842.298,818.104,848.673,844.560,0.000,0.000
1509076613.812,849.084,820.160,850.181,853.745,0.000,0.000
1509076613.812,870.674,820.777,848.947,869.098,0.000,0.000
1509076613.812,868.481,812.003,847.850,863.409,0.000,0.000
1509076613.812,855.116,808.851,849.290,851.072,0.000,0.000
1509076613.812,853.471,811.455,849.084,843.669,0.000,0.000
1509076613.812,850.181,813.306,847.028,835.581,0.000,0.000
1509076613.832,839.831,816.938,845.726,835.170,0.000,0.000
1509076613.832,836.747,821.119,844.492,837.980,0.000,0.000
1509076613.832,847.576,823.039,842.367,846.891,0.000,0.000
1509076613.832,846.000,825.849,844.972,849.495,0.000,0.000
1509076613.832,842.641,827.836,847.645,848.673,0.000,0.000
1509076613.832,848.536,833.320,850.249,849.221,0.000,0.000
1509076613.832,861.901,834.348,848.124,858.063,0.000,0.000
1509076613.832,858.406,830.098,845.794,856.007,0.000,0.000
1509076613.832,852.305,831.263,845.246,842.436,0.000,0.000
1509076613.832,843.738,831.263,844.012,828.453,0.000,0.000
1509076613.845,835.856,827.219,843.875,826.945,0.000,0.000
1509076613.845,835.170,822.833,846.548,833.662,0.000,0.000
1509076613.845,848.878,816.733,845.451,848.947,0.000,0.000
1509076613.845,847.165,812.141,848.604,847.508,0.000,0.000
1509076613.845,847.165,810.290,848.947,848.536,0.000,0.000
1509076613.845,855.595,813.854,848.056,848.810,0.000,0.000
1509076613.866,860.942,819.680,846.959,848.330,0.000,0.000
1509076613.866,855.253,817.007,845.794,846.548,0.000,0.000
1509076613.866,857.240,810.564,842.641,844.903,0.000,0.000
1509076613.866,845.657,809.399,841.819,830.715,0.000,0.000
1509076613.866,838.529,812.552,840.996,828.796,0.000,0.000
1509076613.866,833.731,817.761,846.891,826.603,0.000,0.000
1509076613.866,840.516,822.559,846.754,827.699,0.000,0.000
1509076613.866,851.209,824.752,844.560,842.436,0.000,0.000
1509076613.866,853.676,824.752,845.314,853.402,0.000,0.000
1509076613.866,862.244,827.973,847.508,860.462,0.000,0.000
1509076613.866,870.674,832.292,850.112,861.010,0.000,0.000
1509076613.878,866.836,827.357,853.128,859.845,0.000,0.000
1509076613.878,860.462,826.877,853.334,855.390,0.000,0.000
1509076613.878,856.761,828.385,848.604,853.402,0.000,0.000
1509076613.878,844.081,829.687,850.592,845.383,0.000,0.000
1509076613.878,837.501,828.385,849.427,840.037,0.000,0.000
1509076613.878,845.726,826.877,847.645,840.448,0.000,0.000
1509076613.898,850.249,827.836,848.193,847.028,0.000,0.000
1509076613.898,853.813,829.344,850.798,855.595,0.000,0.000
1509076613.898,869.098,829.687,849.290,865.808,0.000,0.000
1509076613.898,869.715,829.824,850.455,859.708,0.000,0.000
1509076613.898,859.022,826.671,848.947,852.785,0.000,0.000
1509076613.898,849.564,821.119,851.963,835.376,0.000,0.000
1509076613.898,852.374,814.265,849.153,831.195,0.000,0.000
1509076613.898,849.084,811.935,849.701,833.799,0.000,0.000
1509076613.898,842.298,815.910,849.838,836.815,0.000,0.000
1509076613.898,849.084,815.293,848.741,838.117,0.000,0.000
1509076613.912,855.253,813.374,847.645,848.056,0.000,0.000
1509076613.912,862.449,818.720,849.016,859.776,0.000,0.000
1509076613.912,877.186,823.724,847.987,876.089,0.000,0.000
1509076613.912,879.311,829.618,849.906,871.428,0.000,0.000
1509076613.912,865.945,832.634,852.374,864.094,0.000,0.000
1509076613.912,856.281,834.279,851.689,845.520,0.000,0.000
1509076613.912,851.209,834.690,848.673,832.017,0.000,0.000
1509076613.931,846.274,833.045,849.221,833.045,0.000,0.000
1509076613.931,843.669,833.525,850.523,839.694,0.000,0.000
1509076613.931,855.870,826.397,846.548,852.717,0.000,0.000
1509076613.931,858.200,819.680,848.330,857.515,0.000,0.000
1509076613.931,855.801,823.518,851.209,856.349,0.000,0.000
1509076613.931,857.857,829.002,853.128,851.826,0.000,0.000
1509076613.931,863.615,821.393,850.181,857.720,0.000,0.000
1509076613.931,854.225,810.907,850.181,857.309,0.000,0.000
1509076613.931,848.810,814.060,851.003,848.673,0.000,0.000
1509076613.931,842.573,821.119,849.769,834.416,0.000,0.000
1509076613.946,835.444,820.845,847.645,829.755,0.000,0.000
1509076613.946,839.146,810.633,845.109,838.323,0.000,0.000
1509076613.946,846.000,803.641,843.464,840.242,0.000,0.000
1509076613.946,840.448,800.420,842.641,839.214,0.000,0.000
1509076613.946,837.432,808.508,846.137,839.900,0.000,0.000
1509076613.946,846.342,818.378,846.411,840.859,0.000,0.000
1509076613.946,853.402,824.067,847.508,844.903,0.000,0.000
1509076613.965,847.508,823.176,845.588,842.230,0.000,0.000
1509076613.965,844.972,822.833,845.177,834.759,0.000,0.000
1509076613.965,843.943,824.683,842.024,830.304,0.000,0.000
1509076613.965,831.606,829.344,843.052,827.014,0.000,0.000
1509076613.965,825.917,829.481,844.629,826.740,0.000,0.000
1509076613.965,835.307,830.030,846.617,827.288,0.000,0.000
1509076613.965,847.508,823.313,845.863,843.669,0.000,0.000
1509076613.965,857.446,822.216,848.604,856.829,0.000,0.000
1509076613.965,867.933,824.135,849.564,861.970,0.000,0.000
1509076613.997,870.195,825.369,847.713,862.038,0.000,0.000
1509076613.997,860.873,824.272,847.165,857.035,0.000,0.000
1509076613.997,859.091,823.039,844.423,850.386,0.000,0.000
1509076613.997,844.560,822.422,846.685,828.933,0.000,0.000
1509076613.997,836.473,824.752,848.056,827.494,0.000,0.000
1509076613.997,831.949,825.712,849.495,827.631,0.000,0.000
1509076613.997,843.601,822.901,849.701,833.525,0.000,0.000
1509076613.997,851.483,811.387,850.318,844.629,0.000,0.000
1509076614.000,855.321,797.130,849.701,854.567,0.000,0.000
1509076614.000,867.247,805.698,850.386,861.010,0.000,0.000
1509076614.000,871.840,816.390,849.016,864.369,0.000,0.000
1509076614.000,858.543,823.930,848.947,858.474,0.000,0.000
1509076614.000,848.056,823.381,848.536,842.230,0.000,0.000
1509076614.000,843.464,826.054,847.439,830.372,0.000,0.000
1509076614.000,836.815,825.575,844.286,831.880,0.000,0.000
1509076614.000,839.420,825.232,843.190,834.416,0.000,0.000
1509076614.015,848.193,828.522,842.161,836.884,0.000,0.000
1509076614.015,849.427,829.961,844.834,846.754,0.000,0.000
1509076614.015,849.153,826.603,846.754,852.237,0.000,0.000
1509076614.015,855.664,824.135,847.919,849.427,0.000,0.000
1509076614.015,864.506,820.228,845.863,852.168,0.000,0.000
1509076614.015,861.010,820.023,847.370,848.947,0.000,0.000
1509076614.015,849.564,821.942,847.233,833.320,0.000,0.000
1509076614.015,845.040,819.132,845.040,824.067,0.000,0.000
1509076614.015,838.734,816.527,843.601,826.260,0.000,0.000
1509076614.030,837.912,821.119,843.395,830.098,0.000,0.000
1509076614.030,845.588,824.204,845.520,834.211,0.000,0.000
1509076614.030,857.172,814.745,847.713,850.592,0.000,0.000
1509076614.030,860.256,810.358,850.455,860.462,0.000,0.000
1509076614.030,861.558,815.636,851.894,854.910,0.000,0.000
1509076614.030,863.820,818.857,853.608,850.318,0.000,0.000
1509076614.030,857.789,820.091,852.511,847.850,0.000,0.000
1509076614.030,844.903,816.596,848.124,834.348,0.000,0.000
1509076614.047,835.924,816.253,843.258,822.079,0.000,0.000
1509076614.047,834.005,823.107,845.040,825.095,0.000,0.000
1509076614.047,834.828,824.409,844.697,837.569,0.000,0.000
1509076614.047,832.292,812.894,845.314,836.952,0.000,0.000
1509076614.047,828.248,810.427,846.548,830.784,0.000,0.000
1509076614.047,834.485,816.527,848.124,838.803,0.000,0.000
1509076614.047,850.866,822.970,845.863,848.193,0.000,0.000
1509076614.047,856.624,830.372,847.302,844.903,0.000,0.000
1509076614.066,847.987,829.961,848.124,840.242,0.000,0.000
1509076614.066,840.585,819.886,848.810,831.263,0.000,0.000
1509076614.066,835.307,812.826,846.617,823.381,0.000,0.000
1509076614.066,825.575,815.088,846.274,820.297,0.000,0.000
1509076614.066,824.204,819.200,846.274,827.494,0.000,0.000
1509076614.066,830.030,825.849,850.044,824.889,0.000,0.000
1509076614.066,836.404,828.522,849.975,827.425,0.000,0.000
1509076614.066,838.666,826.260,851.620,838.666,0.000,0.000
1509076614.066,849.427,826.534,852.648,846.000,0.000,0.000
1509076614.078,855.321,828.179,851.757,844.355,0.000,0.000
1509076614.078,847.233,824.478,849.221,840.448,0.000,0.000
1509076614.078,841.682,813.511,845.314,830.304,0.000,0.000
1509076614.078,840.996,803.847,842.161,827.357,0.000,0.000
1509076614.078,832.017,806.520,846.205,827.014,0.000,0.000
1509076614.078,830.304,817.418,847.850,825.986,0.000,0.000
1509076614.078,837.226,822.422,846.411,828.590,0.000,0.000
1509076614.098,841.613,819.200,844.492,834.279,0.000,0.000
1509076614.098,849.701,818.515,845.726,840.928,0.000,0.000
1509076614.098,864.232,821.325,844.012,851.072,0.000,0.000
1509076614.098,857.652,824.409,846.685,847.782,0.000,0.000
1509076614.098,846.205,822.147,846.068,846.411,0.000,0.000
1509076614.098,837.089,828.727,847.919,826.671,0.000,0.000
1509076614.098,840.174,827.494,845.794,820.982,0.000,0.000
1509076614.098,835.719,822.079,844.012,827.562,0.000,0.000
1509076614.098,828.385,825.026,844.355,831.332,0.000,0.000
1509076614.098,835.307,823.381,843.532,834.690,0.000,0.000
1509076614.112,842.641,816.801,846.411,846.891,0.000,0.000
1509076614.112,844.012,814.471,848.673,854.293,0.000,0.000
1509076614.112,856.555,817.418,842.573,861.627,0.000,0.000
1509076614.112,856.418,817.418,842.710,848.056,0.000,0.000
1509076614.112,850.660,817.418,843.258,840.585,0.000,0.000
1509076614.112,845.520,823.107,843.943,829.344,0.000,0.000
1509076614.112,841.202,826.328,842.298,820.914,0.000,0.000
1509076614.131,833.114,826.328,841.202,822.627,0.000,0.000
1509076614.131,834.348,816.047,841.202,825.300,0.000,0.000
1509076614.131,849.084,808.302,838.803,834.759,0.000,0.000
1509076614.131,850.044,805.835,843.669,841.887,0.000,0.000
1509076614.131,851.620,804.121,847.782,848.878,0.000,0.000
1509076614.131,855.047,809.947,851.277,848.330,0.000,0.000
1509076614.131,866.151,821.256,847.302,856.555,0.000,0.000
1509076614.131,862.587,828.316,846.617,855.047,0.000,0.000
1509076614.131,854.979,827.905,843.601,838.803,0.000,0.000
1509076614.146,850.044,827.357,842.984,829.893,0.000,0.000
1509076614.146,847.302,827.357,844.766,832.908,0.000,0.000
1509076614.146,853.608,822.216,844.355,842.436,0.000,0.000
1509076614.146,853.608,813.923,843.738,842.573,0.000,0.000
1509076614.146,844.149,815.293,844.286,848.193,0.000,0.000
1509076614.146,841.476,824.546,849.016,851.689,0.000,0.000
1509076614.146,855.664,823.655,849.701,859.502,0.000,0.000
1509076614.146,862.655,819.337,849.153,862.175,0.000,0.000
1509076614.163,856.418,819.474,845.931,859.297,0.000,0.000
1509076614.163,847.645,816.801,844.492,848.604,0.000,0.000
1509076614.163,844.286,814.539,839.694,841.339,0.000,0.000
1509076614.163,838.186,813.717,841.819,833.114,0.000,0.000
1509076614.163,835.307,815.979,845.451,829.893,0.000,0.000
1509076614.163,838.323,819.680,845.931,832.497,0.000,0.000
1509076614.163,845.451,821.188,842.436,849.153,0.000,0.000
1509076614.163,848.741,824.204,845.451,855.870,0.000,0.000
1509076614.163,858.063,829.618,846.617,855.047,0.000,0.000
1509076614.180,862.724,826.603,845.726,851.140,0.000,0.000
1509076614.180,858.474,815.705,844.766,845.657,0.000,0.000
1509076614.180,855.801,805.561,842.024,842.847,0.000,0.000
1509076614.180,845.794,808.576,842.161,830.167,0.000,0.000
1509076614.180,829.893,814.197,845.863,818.926,0.000,0.000
1509076614.180,832.497,811.181,846.342,830.167,0.000,0.000
1509076614.180,847.302,809.947,846.617,839.762,0.000,0.000
1509076614.180,854.636,812.415,847.439,852.922,0.000,0.000
1509076614.195,855.390,816.116,849.632,861.901,0.000,0.000
1509076614.195,854.636,816.870,847.233,857.583,0.000,0.000
1509076614.195,864.574,817.281,843.327,860.667,0.000,0.000
1509076614.195,858.200,814.882,844.149,856.144,0.000,0.000
1509076614.195,841.887,807.822,845.314,833.045,0.000,0.000
1509076614.195,837.569,815.568,845.931,822.285,0.000,0.000
1509076614.195,832.292,818.720,843.738,826.328,0.000,0.000
1509076614.216,830.441,821.873,846.411,831.469,0.000,0.000
1509076614.216,842.230,826.808,845.451,834.348,0.000,0.000
1509076614.216,855.870,826.808,843.601,852.511,0.000,0.000
1509076614.216,855.938,828.385,847.576,856.281,0.000,0.000
1509076614.216,866.493,830.578,848.262,862.724,0.000,0.000
1509076614.216,865.260,821.668,849.495,851.894,0.000,0.000
1509076614.216,861.421,809.193,847.576,851.483,0.000,0.000
1509076614.216,861.079,809.947,845.657,850.729,0.000,0.000
1509076614.216,852.854,815.910,845.863,842.504,0.000,0.000
1509076614.216,845.177,817.418,846.000,841.819,0.000,0.000
1509076614.216,837.843,819.611,845.246,843.532,0.000,0.000
1509076614.228,842.093,818.446,845.657,841.750,0.000,0.000
1509076614.228,848.604,819.954,846.274,847.302,0.000,0.000
1509076614.228,859.022,815.499,843.258,866.493,0.000,0.000
1509076614.228,863.341,815.156,843.121,866.699,0.000,0.000
1509076614.228,860.530,818.241,844.697,861.216,0.000,0.000
1509076614.228,856.761,822.353,845.246,857.103,0.000,0.000
1509076614.248,851.140,824.683,843.806,844.149,0.000,0.000
1509076614.248,843.875,824.546,842.230,826.466,0.000,0.000
1509076614.248,842.230,822.285,840.516,832.703,0.000,0.000
1509076614.248,838.392,816.733,842.984,836.130,0.000,0.000
1509076614.248,842.710,810.975,842.298,837.912,0.000,0.000
1509076614.248,834.896,814.265,847.165,836.884,0.000,0.000
1509076614.248,847.713,819.543,847.576,857.172,0.000,0.000
1509076614.248,860.119,822.833,845.931,864.437,0.000,0.000
1509076614.249,865.397,829.002,846.411,863.546,0.000,0.000
1509076614.249,861.696,830.784,847.713,862.929,0.000,0.000
1509076614.262,857.789,828.796,847.233,853.813,0.000,0.000
1509076614.262,854.567,827.494,847.096,844.766,0.000,0.000
1509076614.262,854.910,823.930,844.903,852.580,0.000,0.000
1509076614.262,845.794,822.627,846.685,848.467,0.000,0.000
1509076614.262,848.056,825.506,844.834,843.464,0.000,0.000
1509076614.262,850.523,822.147,846.754,845.383,0.000,0.000
1509076614.262,854.156,820.023,847.439,852.991,0.000,0.000
1509076614.280,860.256,821.188,847.508,855.527,0.000,0.000
1509076614.280,866.288,823.998,845.657,855.458,0.000,0.000
1509076614.280,863.615,821.531,843.395,858.131,0.000,0.000
1509076614.280,856.486,822.627,844.766,843.258,0.000,0.000
1509076614.280,849.906,819.269,846.685,832.292,0.000,0.000
1509076614.280,841.613,819.954,849.427,832.977,0.000,0.000
1509076614.280,844.081,825.917,848.878,844.492,0.000,0.000
1509076614.280,849.427,828.522,850.181,849.221,0.000,0.000
1509076614.280,855.732,824.272,849.701,856.075,0.000,0.000
1509076614.296,862.929,812.963,850.935,866.219,0.000,0.000
1509076614.296,872.319,813.785,849.906,871.840,0.000,0.000
1509076614.296,880.613,819.337,844.834,874.855,0.000,0.000
1509076614.296,867.042,823.861,846.000,869.098,0.000,0.000
1509076614.296,847.576,822.079,845.931,845.520,0.000,0.000
1509076614.296,838.049,822.970,846.000,829.413,0.000,0.000
1509076614.296,837.295,822.627,844.697,828.864,0.000,0.000
1509076614.296,840.859,826.123,845.246,832.429,0.000,0.000
1509076614.315,845.931,830.921,842.710,834.553,0.000,0.000
1509076614.315,849.153,833.183,843.875,847.028,0.000,0.000
1509076614.315,856.212,823.518,844.081,861.284,0.000,0.000
1509076614.315,865.945,820.845,848.056,864.300,0.000,0.000
1509076614.315,869.167,819.749,848.810,860.873,0.000,0.000
1509076614.315,863.957,817.487,847.302,858.474,0.000,0.000
1509076614.315,856.692,818.583,844.972,848.262,0.000,0.000
1509076614.315,851.689,820.297,845.314,840.516,0.000,0.000
1509076614.315,843.601,825.780,847.096,841.682,0.000,0.000
1509076614.331,841.887,826.123,847.645,846.342,0.000,0.000
1509076614.331,849.427,825.369,847.782,847.782,0.000,0.000
1509076614.331,862.381,824.478,846.891,863.066,0.000,0.000
1509076614.331,860.942,822.627,848.399,865.260,0.000,0.000
1509076614.331,868.001,817.555,847.850,871.360,0.000,0.000
1509076614.331,867.247,818.720,846.548,864.780,0.000,0.000
1509076614.331,860.188,818.652,845.040,862.312,0.000,0.000
1509076614.331,855.595,817.418,841.613,849.153,0.000,0.000
1509076614.346,853.128,814.608,839.488,837.226,0.000,0.000
1509076614.346,844.766,810.564,839.762,835.719,0.000,0.000
1509076614.346,842.573,808.508,841.407,845.109,0.000,0.000
1509076614.346,844.834,817.966,845.383,846.068,0.000,0.000
1509076614.346,851.414,823.587,846.617,855.321,0.000,0.000
1509076614.346,848.399,822.285,850.386,859.434,0.000,0.000
1509076614.346,860.530,825.369,848.810,865.123,0.000,0.000
1509076614.346,864.163,832.977,846.617,865.877,0.000,0.000
1509076614.363,856.075,830.989,846.754,861.696,0.000,0.000
1509076614.363,849.906,826.054,844.766,847.165,0.000,0.000
1509076614.363,848.467,820.982,838.460,837.912,0.000,0.000
1509076614.363,839.351,820.708,841.613,832.017,0.000,0.000
1509076614.363,834.828,825.917,844.697,832.840,0.000,0.000
1509076614.363,843.601,831.469,846.274,835.102,0.000,0.000
1509076614.363,855.458,826.945,843.875,848.741,0.000,0.000
1509076614.363,864.711,826.466,845.246,860.325,0.000,0.000
1509076614.363,875.472,828.727,842.847,864.780,0.000,0.000
1509076614.380,874.239,827.082,843.943,867.042,0.000,0.000
1509076614.380,865.465,821.051,844.081,865.191,0.000,0.000
1509076614.380,861.696,816.184,841.682,859.022,0.000,0.000
1509076614.380,852.305,818.857,841.476,840.996,0.000,0.000
1509076614.380,840.311,821.393,843.532,830.921,0.000,0.000
1509076614.380,846.068,817.144,845.451,842.710,0.000,0.000
1509076614.380,854.979,817.350,843.943,848.262,0.000,0.000
1509076614.380,855.664,819.063,845.726,856.486,0.000,0.000
1509076614.396,856.418,820.982,848.673,863.752,0.000,0.000
1509076614.396,866.082,819.406,848.947,866.493,0.000,0.000
1509076614.396,874.855,816.184,845.040,871.977,0.000,0.000
1509076614.396,859.982,805.218,847.165,864.917,0.000,0.000
1509076614.396,842.504,812.209,848.878,845.314,0.000,0.000
1509076614.396,839.831,815.225,846.685,832.429,0.000,0.000
1509076614.396,838.255,822.010,843.190,833.594,0.000,0.000
1509076614.396,833.936,826.603,841.270,834.759,0.000,0.000
1509076614.413,839.009,825.849,840.379,834.485,0.000,0.000
1509076614.413,845.383,826.534,843.258,846.754,0.000,0.000
1509076614.413,853.402,824.683,843.121,865.328,0.000,0.000
1509076614.413,862.449,829.687,844.149,866.082,0.000,0.000
1509076614.413,868.207,828.796,846.617,858.680,0.000,0.000
1509076614.413,862.724,826.808,850.729,853.950,0.000,0.000
1509076614.413,857.926,824.341,845.931,853.539,0.000,0.000
1509076614.413,846.685,817.898,842.710,846.068,0.000,0.000
1509076614.413,836.678,814.128,844.423,842.710,0.000,0.000
1509076614.428,838.460,814.128,845.383,842.161,0.000,0.000
1509076614.428,848.947,810.907,844.697,843.875,0.000,0.000
1509076614.428,859.776,807.617,845.383,860.325,0.000,0.000
1509076614.428,862.175,813.991,848.056,863.820,0.000,0.000
1509076614.428,864.369,822.764,850.112,858.611,0.000,0.000
1509076614.428,873.279,829.070,849.769,862.587,0.000,0.000
1509076614.428,864.506,824.683,849.564,860.462,0.000,0.000
1509076614.447,856.349,821.051,847.782,849.016,0.000,0.000
1509076614.447,846.685,820.640,845.246,836.952,0.000,0.000
1509076614.447,845.863,822.079,841.476,842.161,0.000,0.000
1509076614.447,836.541,822.216,844.149,837.226,0.000,0.000
1509076614.447,838.049,824.135,847.165,837.775,0.000,0.000
1509076614.447,835.719,829.002,851.552,839.351,0.000,0.000
1509076614.447,844.972,823.244,848.399,854.979,0.000,0.000
1509076614.447,859.365,816.801,847.576,860.325,0.000,0.000
1509076614.447,865.191,822.147,848.673,857.103,0.000,0.000
1509076614.447,856.966,821.873,847.233,851.757,0.000,0.000
1509076614.462,846.685,819.611,844.218,839.009,0.000,0.000
1509076614.462,839.625,810.907,842.847,829.207,0.000,0.000
1509076614.462,834.416,806.520,841.339,832.017,0.000,0.000
1509076614.462,830.509,813.717,843.669,833.868,0.000,0.000
1509076614.462,832.634,813.854,848.878,827.014,0.000,0.000
1509076614.462,837.501,811.181,849.564,837.843,0.000,0.000
1509076614.462,846.479,814.951,851.277,854.156,0.000,0.000
1509076614.481,859.228,819.817,850.729,865.945,0.000,0.000
1509076614.481,869.029,823.381,849.084,870.400,0.000,0.000
1509076614.481,869.167,821.256,846.548,871.017,0.000,0.000
1509076614.481,857.994,820.571,849.290,849.975,0.000,0.000
1509076614.481,845.451,821.942,846.891,831.606,0.000,0.000
1509076614.481,830.852,827.219,848.467,824.409,0.000,0.000
1509076614.481,839.214,825.095,843.806,837.021,0.000,0.000
1509076614.481,844.081,825.917,842.710,843.190,0.000,0.000
1509076614.481,848.056,824.341,845.588,851.414,0.000,0.000
1509076614.495,854.773,820.708,847.508,861.353,0.000,0.000
1509076614.495,866.082,819.132,847.713,862.655,0.000,0.000
1509076614.495,872.525,822.353,844.766,862.518,0.000,0.000
1509076614.495,857.377,816.459,840.585,858.748,0.000,0.000
1509076614.495,851.414,819.680,841.133,849.495,0.000,0.000
1509076614.495,843.738,824.204,840.722,835.239,0.000,0.000
1509076614.495,835.719,825.163,841.202,831.195,0.000,0.000
1509076614.518,826.877,826.740,846.000,827.973,0.000,0.000
1509076614.518,831.332,826.877,848.467,828.796,0.000,0.000
1509076614.518,846.068,818.652,845.657,846.617,0.000,0.000
1509076614.518,846.822,810.358,846.205,855.253,0.000,0.000
1509076614.518,854.910,807.206,846.068,864.437,0.000,0.000
1509076614.518,853.539,815.019,849.632,853.813,0.000,0.000
1509076614.518,855.321,822.764,847.987,855.184,0.000,0.000
1509076614.518,851.620,824.615,842.436,850.112,0.000,0.000
1509076614.518,844.560,823.107,841.887,836.267,0.000,0.000
1509076614.518,837.364,817.829,843.052,833.662,0.000,0.000
